city,lat,lng,pop,country,iso2,iso3,province,city_ascii
Goba,7.010023009,39.97000443,33197,Ethiopia,ET,ETH,Addis Ababa,Goba
Puerto Berrio,6.480442931,-74.42001591,33194,Colombia,CO,COL,Antioquia,Puerto Berrio
Tynda,55.17426658,124.7075712,33187,Russia,RU,RUS,Amur,Tynda
Korsakov,46.64243593,142.777476,33165.5,Russia,RU,RUS,Sakhalin,Korsakov
Bowling Green,41.37474713,-83.65139042,33147.5,United States of America,US,USA,Ohio,Bowling Green
Nukualofa,-21.13851236,-175.2205645,33139,Tonga,TO,TON,,Nukualofa
San,13.30041424,-4.900047446,33098.5,Mali,ML,MLI,Ségou,San
Tweed Heads,-28.1825834,153.5466377,33065,Australia,AU,AUS,New South Wales,Tweed Heads
Rajbiraj,26.5332961,86.73329761,33061,Nepal,NP,NPL,Sagarmatha,Rajbiraj
Helena,46.59274904,-112.035291,33032.5,United States of America,US,USA,Montana,Helena
Ammochostos,35.12502525,33.95001013,33016.5,Northern Cyprus,-99,CYN,,Ammochostos
Pursat,12.53369102,103.9166955,32961,Cambodia,KH,KHM,Pouthisat,Pursat
Graaff Reinet,-32.30000649,24.54004187,32958.5,South Africa,ZA,ZAF,Eastern Cape,Graaff Reinet
Kaniama,-7.569629701,24.17003861,32946.5,Congo (Kinshasa),CD,COD,Katanga,Kaniama
Viborg,56.43333701,9.399984089,32944,Denmark,DK,DNK,Midtjylland,Viborg
Velikiy Ustyug,60.76870546,46.29866207,32939.5,Russia,RU,RUS,Vologda,Velikiy Ustyug
Hamilton,32.29419029,-64.78393742,32910,Bermuda,BM,BMU,,Hamilton
Cradock,-32.19954751,25.6100024,32898,South Africa,ZA,ZAF,Eastern Cape,Cradock
Alayat Samail,23.3031887,57.97820756,32862.5,Oman,OM,OMN,Ad Dakhliyah,Alayat Samail
Fribourg,46.80000008,7.149996522,32827,Switzerland,CH,CHE,Fribourg,Fribourg
Kholmsk,47.04732078,142.0623775,32796,Russia,RU,RUS,Sakhalin,Kholmsk
Kitgum,3.300404479,32.87002437,32785.5,Uganda,UG,UGA,Kitgum,Kitgum
Wailuku,20.89147544,-156.5047213,32769.5,United States of America,US,USA,Hawaii,Wailuku
Kerkira,39.61542299,19.9147428,32760,Greece,GR,GRC,Ionioi Nisoi,Kerkira
Millerovo,48.93785138,40.39742021,32726.5,Russia,RU,RUS,Rostov,Millerovo
Dubrovnik,42.66094769,18.09139156,32711,Croatia,HR,HRV,Dubrovacko-Neretvanska,Dubrovnik
Capitao Poco,-1.74962319,-47.09000452,32704,Brazil,BR,BRA,Pará,Capitao Poco
Lota,-37.08958494,-73.1600153,32702,Chile,CL,CHL,Bío-Bío,Lota
Sharya,58.37975568,45.50935624,32666,Russia,RU,RUS,Kostroma,Sharya
Piripiri,-4.269572735,-41.78999211,32639,Brazil,BR,BRA,Piauí,Piripiri
Staraya Russa,57.99476625,31.35435461,32591.5,Russia,RU,RUS,Novgorod,Staraya Russa
Christiansted,17.75037518,-64.749986,32543,United States Virgin Islands,VI,VIR,,Christiansted
Laguna,-28.48003294,-48.77997888,32532,Brazil,BR,BRA,Santa Catarina,Laguna
Zanesville,39.94028688,-82.01332503,32514,United States of America,US,USA,Ohio,Zanesville
Quiemo,38.13375633,85.53332149,32494,China,CN,CHN,Xinjiang Uygur,Quiemo
Altay,46.39612022,95.8450435,32488,Mongolia,MN,MNG,Govi-Altay,Altay
Beyneu,45.18335187,55.10003699,32452,Kazakhstan,KZ,KAZ,Mangghystau,Beyneu
Salekhard,66.53502016,66.60998043,32427,Russia,RU,RUS,Yamal-Nenets,Salekhard
Queanbeyan,-35.3546004,149.2113468,32408,Australia,AU,AUS,Australian Capital Territory,Queanbeyan
Tavda,58.05365155,65.25827999,32401,Russia,RU,RUS,Sverdlovsk,Tavda
Salinopolis,-0.609486065,-47.33998926,32384.5,Brazil,BR,BRA,Pará,Salinopolis
Carnot,4.933689798,15.8666178,32298,Central African Republic,CF,CAF,Mambéré-Kadéï,Carnot
Dover,51.13371218,1.300013386,32270,United Kingdom,GB,GBR,Kent,Dover
Cleburne,32.35152529,-97.39248967,32263,United States of America,US,USA,Texas,Cleburne
Gumushane,40.46400013,39.48399962,32250,Turkey,TR,TUR,Gümüshane,Gumushane
Florida,-34.09900201,-56.21499845,32234,Uruguay,UY,URY,Florida,Florida
Frankfort,38.2008065,-84.87335718,32214.5,United States of America,US,USA,Kentucky,Frankfort
Atamyrat,37.82480878,65.19973059,32205,Turkmenistan,TM,TKM,Chardzhou,Atamyrat
Vibo Valentia,38.66659202,16.10004024,32168,Italy,IT,ITA,Calabria,Vibo Valentia
Ali Sabih,11.15622988,42.71252437,32165.5,Djibouti,DJ,DJI,Ali Sabieh,Ali Sabih
Guarda,40.54100414,-7.262000512,32111,Portugal,PT,PRT,Guarda,Guarda
Ob,54.99804995,82.70765417,32093.5,Russia,RU,RUS,Novosibirsk,Ob
Caninde,-4.35003294,-39.30998845,32085,Brazil,BR,BRA,Ceará,Caninde
Galesburg,40.94777061,-90.37108362,32078.5,United States of America,US,USA,Illinois,Galesburg
Artigas,-30.41598712,-56.48602014,32072.5,Uruguay,UY,URY,Artigas,Artigas
Kalgoorlie,-30.73539915,121.4600175,32058,Australia,AU,AUS,Western Australia,Kalgoorlie
Koupela,12.17700004,-0.356003514,32052,Burkina Faso,BF,BFA,Kouritenga,Koupela
El Golea,30.56662132,2.883327595,32049,Algeria,DZ,DZA,Ghardaïa,El Golea
Valuyki,50.20909161,38.09869747,32045,Russia,RU,RUS,Belgorod,Valuyki
Arxan,47.18330731,119.9666202,32023,China,CN,CHN,Nei Mongol,Arxan
Kudymkar,59.01617678,54.63303707,32009.5,Russia,RU,RUS,Komi-Permyak,Kudymkar
West Bend,43.42570721,-88.18333602,31980.5,United States of America,US,USA,Wisconsin,West Bend
Kondopoga,62.20872093,34.28869747,31952,Russia,RU,RUS,Karelia,Kondopoga
Ulaangom,49.98331728,92.0666178,31940.5,Mongolia,MN,MNG,Uvs,Ulaangom
Seguela,7.950404886,-6.670016929,31880,Ivory Coast,CI,CIV,Worodougou,Seguela
Guryevsk,54.29814435,85.93768957,31878.5,Russia,RU,RUS,Kemerovo,Guryevsk
Gbarnga,7.010410582,-9.489999839,31856.5,Liberia,LR,LBR,Bong,Gbarnga
Honda,5.190340799,-74.74999577,31813.5,Colombia,CO,COL,Tolima,Honda
Brunswick,31.1496865,-81.49165145,31785.5,United States of America,US,USA,Georgia,Brunswick
Itaberaba,-12.5196118,-40.2999797,31722,Brazil,BR,BRA,Bahia,Itaberaba
Olgiy,48.93369143,89.95000281,31667,Mongolia,MN,MNG,Bayan-Ölgiy,Olgiy
Jacareacanga,-6.266608461,-57.65000594,31661,Brazil,BR,BRA,Pará,Jacareacanga
Santa Rosa de Copan,14.76998863,-88.77999211,31641,Honduras,HN,HND,Copán,Santa Rosa de Copan
Hopkinsville,36.86548749,-87.4886239,31630,United States of America,US,USA,Kentucky,Hopkinsville
Vryburg,-26.96002236,24.73000443,31589,South Africa,ZA,ZAF,North West,Vryburg
Businga,3.340376199,20.86998165,31583,Congo (Kinshasa),CD,COD,Équateur,Businga
Yalutorovsk,56.67363243,66.29826819,31580,Russia,RU,RUS,Tyumen',Yalutorovsk
Salgueiro,-8.059625632,-39.13002527,31565,Brazil,BR,BRA,Pernambuco,Salgueiro
Masasi,-10.72959186,38.79994665,31549.5,Tanzania,TZ,TZA,Mtwara,Masasi
Izaz,36.58878603,37.04408484,31534,Syria,SY,SYR,Aleppo (Halab),Izaz
Masindi,1.6744444,31.715,31486,Uganda,UG,UGA,Masindi,Masindi
Butte,46.0038961,-112.5338394,31478,United States of America,US,USA,Montana,Butte
Bouar,5.950010192,15.59996741,31476.5,Central African Republic,CF,CAF,Nana-Mambéré,Bouar
Kribi,2.940426452,9.910030476,31473,Cameroon,CM,CMR,Sud,Kribi
Moose Jaw,50.39998435,-105.5500021,31436.5,Canada,CA,CAN,Saskatchewan,Moose Jaw
Bezhetsk,57.76472862,36.68999792,31425,Russia,RU,RUS,Tver',Bezhetsk
Bodø,67.24677227,14.39901132,31383.5,Norway,NO,NOR,Nordland,Bodo
Mansa,-11.20000242,28.89000891,31357,Zambia,ZM,ZMB,Luapula,Mansa
Bristol,36.61152366,-82.17600244,31276.5,United States of America,US,USA,Virginia,Bristol
Neuchatel,46.99899914,6.922998615,31270,Switzerland,CH,CHE,Neuchâtel,Neuchatel
Faro,37.0170803,-7.933273154,31259,Portugal,PT,PRT,Faro,Faro
Kotovsk,52.59473411,41.50438106,31221,Russia,RU,RUS,Tambov,Kotovsk
Krabi,8.052003097,98.91199867,31219,Thailand,TH,THA,Krabi,Krabi
Kasulu,-4.579579652,30.10001257,31218.5,Tanzania,TZ,TZA,Kigoma,Kasulu
Joacaba,-27.17003538,-51.4999679,31196,Brazil,BR,BRA,Santa Catarina,Joacaba
Kouvola,60.87600009,26.70900351,31133,Finland,FI,FIN,Southern Finland,Kouvola
Rivas,11.44037274,-85.8199919,31117,Nicaragua,NI,NIC,Nicaragua,Rivas
Pingxiang,22.09737083,106.7566772,31109,China,CN,CHN,Guangxi,Pingxiang
Rio Grande,-53.79144552,-67.6989952,31095,Argentina,AR,ARG,Tierra del Fuego,Rio Grande
Klamath Falls,42.22500531,-121.7805359,31090.5,United States of America,US,USA,Oregon,Klamath Falls
Skellefteå,64.77207867,20.95002844,31075,Sweden,SE,SWE,Västerbotten,Skelleftea
Dumfries,55.06708966,-3.550000652,31044,United Kingdom,GB,GBR,Dumfries and Galloway,Dumfries
Itapipoca,-3.499542217,-39.58002364,31041,Brazil,BR,BRA,Ceará,Itapipoca
Kohtla-Jarve,59.39997764,27.28333695,31038,Estonia,EE,EST,Ida-Viru,Kohtla-Jarve
Douglas,54.15042727,-4.480021404,31036,Isle of Man,IM,IMN,,Douglas
Maroantsetra,-15.43333576,49.73333614,30952.5,Madagascar,MG,MDG,Toamasina,Maroantsetra
Watertown,43.97515688,-75.91106185,30938,United States of America,US,USA,New York,Watertown
Jeremie,18.63393473,-74.11842526,30917,Haiti,HT,HTI,Grand'Anse,Jeremie
Arendal,58.46475606,8.766000553,30916,Norway,NO,NOR,Aust-Agder,Arendal
Esik,43.36906984,77.44378943,30883,Kazakhstan,KZ,KAZ,Almaty,Esik
Osorio,-29.87999917,-50.26999129,30882,Brazil,BR,BRA,Rio Grande do Sul,Osorio
Gisborne,-38.64478717,178.0152217,30857.5,New Zealand,NZ,NZL,Gisborne,Gisborne
Sassandra,4.950381286,-6.083282716,30842.5,Ivory Coast,CI,CIV,Bas-Sassandra,Sassandra
Yendi,9.433725198,-0.016650433,30841.5,Ghana,GH,GHA,Northern,Yendi
Orangeville,43.91707257,-80.08333948,30812,Canada,CA,CAN,Ontario,Orangeville
Pallisa,1.145,33.7094444,30745,Uganda,UG,UGA,Pallisa,Pallisa
Quixada,-4.969995098,-39.02000615,30723.5,Brazil,BR,BRA,Ceará,Quixada
Koneurgench,42.31665346,59.16666215,30700,Turkmenistan,TM,TKM,Tashauz,Koneurgench
Nacogdoches,31.60374147,-94.65526656,30691,United States of America,US,USA,Texas,Nacogdoches
Alta Gracia,-31.65999388,-64.4299797,30593,Argentina,AR,ARG,Córdoba,Alta Gracia
Sasovo,54.34914899,41.90869747,30591.5,Russia,RU,RUS,Ryazan',Sasovo
Huaura,-11.06001097,-77.59997685,30561.5,Peru,PE,PER,Lima,Huaura
Jaguaquara,-13.5299894,-39.96999984,30554.5,Brazil,BR,BRA,Bahia,Jaguaquara
Bougouni,11.42042564,-7.48996688,30547,Mali,ML,MLI,Sikasso,Bougouni
Saint George's,12.0526334,-61.74164323,30538.5,Grenada,GD,GRD,,Saint George's
Mirnyy,62.54001853,113.9613537,30535.5,Russia,RU,RUS,Sakha (Yakutia),Mirnyy
Oak Ridge,36.01065594,-84.26972477,30471.5,United States of America,US,USA,Tennessee,Oak Ridge
Dubbo,-32.25995726,148.5973274,30467.5,Australia,AU,AUS,New South Wales,Dubbo
Nacaome,13.5299868,-87.48996749,30464.5,Honduras,HN,HND,Valle,Nacaome
Karpinsk,59.76016237,60.00981482,30438.5,Russia,RU,RUS,Sverdlovsk,Karpinsk
Aqsay,51.17143597,53.03489172,30404.5,Kazakhstan,KZ,KAZ,West Kazakhstan,Aqsay
Ticul,20.40039431,-89.53002385,30400.5,Mexico,MX,MEX,Yucatán,Ticul
Nebbi,2.4758333,31.1025,30354,Uganda,UG,UGA,Nebbi,Nebbi
Presidente Dutra,-5.250029685,-44.51998051,30330,Brazil,BR,BRA,Maranhão,Presidente Dutra
Telimele,10.90500311,-13.04299756,30311,Guinea,GN,GIN,Kindia,Telimele
Krong Koh Kong,11.61753897,102.9849329,30285,Cambodia,KH,KHM,Kaôh Kong,Krong Koh Kong
Villa Constitucion,-33.23002724,-60.35002202,30282.5,Argentina,AR,ARG,Santa Fe,Villa Constitucion
Serdobsk,52.46218406,44.22178625,30263,Russia,RU,RUS,Penza,Serdobsk
Nova Vicosa,-17.88000812,-39.37001062,30250,Brazil,BR,BRA,Bahia,Nova Vicosa
Gyzlarbat,38.97553957,56.27779455,30229,Turkmenistan,TM,TKM,Balkan,Gyzlarbat
Grajau,-5.809995505,-46.14998438,30217,Brazil,BR,BRA,Maranhão,Grajau
Aral,46.79997154,61.66661291,30185,Kazakhstan,KZ,KAZ,Qyzylorda,Aral
Inongo,-1.939999167,18.28001054,30181,Congo (Kinshasa),CD,COD,Bandundu,Inongo
Kearney,40.70070559,-99.08114628,30155.5,United States of America,US,USA,Nebraska,Kearney
Kombissiri,12.06399605,-1.333997543,30137,Burkina Faso,BF,BFA,Bazéga,Kombissiri
Taree,-31.89760211,152.4618461,30131.5,Australia,AU,AUS,New South Wales,Taree
Rovaniemi,66.50003522,25.71593909,30085,Finland,FI,FIN,Lapland,Rovaniemi
Kapiri Mposhi,-13.96960081,28.65999711,30078,Zambia,ZM,ZMB,Central,Kapiri Mposhi
Wuyuan,41.08962242,108.2721919,30057,China,CN,CHN,Nei Mongol,Wuyuan
Villa Angela,-27.58329181,-60.7166663,30051,Argentina,AR,ARG,Chaco,Villa Angela
Mavinga,-15.7895414,20.36003861,30000,Angola,AO,AGO,Cuando Cubango,Mavinga
Maydh,10.98009076,47.09752803,30000,Somaliland,-99,SOL,,Maydh
Campbell River,50.01708783,-125.2499882,29941.5,Canada,CA,CAN,British Columbia,Campbell River
Loei,17.49188967,101.7315059,29908,Thailand,TH,THA,Loei,Loei
Barabinsk,55.35727867,78.35189937,29888.5,Russia,RU,RUS,Novosibirsk,Barabinsk
Warrnambool,-38.37999713,142.4700012,29882,Australia,AU,AUS,Victoria,Warrnambool
Saint John's,17.11803652,-61.85003382,29862.5,Antigua and Barbuda,AG,ATG,,Saint John's
Chapadinha,-3.739527569,-43.35999964,29807.5,Brazil,BR,BRA,Maranhão,Chapadinha
Palmas,-26.47999998,-51.99998906,29794.5,Brazil,BR,BRA,Paraná,Palmas
Ita,-25.50961994,-57.36002364,29774.5,Paraguay,PY,PRY,Asunción,Ita
Winona,44.0504236,-91.63919743,29757.5,United States of America,US,USA,Minnesota,Winona
Melton,-37.68954832,144.570028,29750,Australia,AU,AUS,Victoria,Melton
Stoeng Treng,13.52300408,105.9740016,29665,Cambodia,KH,KHM,Stœng Trêng,Stoeng Treng
Am Timan,11.03329165,20.28329911,29664,Chad,TD,TCD,Salamat,Am Timan
Borzya,50.38856386,116.518562,29653,Russia,RU,RUS,Chita,Borzya
Prince Albert,53.20002016,-105.7499899,29643.5,Canada,CA,CAN,Saskatchewan,Prince Albert
Sumbe,-11.21002765,13.8499967,29638.5,Angola,AO,AGO,Cuanza Sul,Sumbe
Bell Ville,-32.60003986,-62.67995732,29605,Argentina,AR,ARG,Córdoba,Bell Ville
Novo Horizonte,-21.45958291,-49.2200037,29554,Brazil,BR,BRA,São Paulo,Novo Horizonte
Buurhakaba,2.783717671,44.08329342,29529.5,Somalia,SO,SOM,Bay,Buurhakaba
Jinotepe,11.84599813,-86.19499748,29507,Nicaragua,NI,NIC,Carazo,Jinotepe
Hamar,60.82000207,11.06900156,29479,Norway,NO,NOR,Hedmark,Hamar
Diffa,13.31705406,12.60888383,29468,Niger,NE,NER,Diffa,Diffa
Gaya,11.88817486,3.446652383,29394.5,Niger,NE,NER,Dosso,Gaya
Santarem,39.23100008,-8.682002552,29385,Portugal,PT,PRT,Santarém,Santarem
Brumado,-14.20999957,-41.67002527,29300,Brazil,BR,BRA,Bahia,Brumado
San Marino,43.91715008,12.46667029,29289.5,San Marino,SM,SMR,,San Marino
Chalatenango,14.07200406,-89.09399649,29271,El Salvador,SV,SLV,Chalatenango,Chalatenango
Flores,16.93368085,-89.88328394,29249.5,Guatemala,GT,GTM,Petén,Flores
Bac Kan,22.1333333,105.8333333,29227,Vietnam,VN,VNM,Bac Kan,Bac Kan
Quesada,10.33049217,-84.43997278,29208,Costa Rica,CR,CRI,Alajuela,Quesada
Taua,-5.999492982,-40.31003076,29188,Brazil,BR,BRA,Ceará,Taua
Shawnee,35.34278973,-96.93378382,29160,United States of America,US,USA,Oklahoma,Shawnee
Goroka,-6.083312155,145.3854821,29101,Papua New Guinea,PG,PNG,Eastern Highlands,Goroka
Omutninsk,58.6589376,52.1591829,29082,Russia,RU,RUS,Kirov,Omutninsk
Tunceli,39.11670002,39.5333015,29062,Turkey,TR,TUR,Tunceli,Tunceli
Gladstone,-23.8533386,151.2467264,29055,Australia,AU,AUS,Queensland,Gladstone
Nouna,12.7289971,-3.860000519,29048,Burkina Faso,BF,BFA,Kossi,Nouna
Owando,-0.47962319,15.91999955,29011,Congo (Brazzaville),CG,COG,Cuvette,Owando
Segezha,63.75477643,34.32430253,28961,Russia,RU,RUS,Karelia,Segezha
Courtenay,49.68333559,-124.9999777,28946,Canada,CA,CAN,British Columbia,Courtenay
Guaira,-24.08996499,-54.2699797,28897.5,Brazil,BR,BRA,Paraná,Guaira
La Grange,33.03647056,-85.03187464,28887,United States of America,US,USA,Georgia,La Grange
Nabire,-3.351540915,135.5134232,28834.5,Indonesia,ID,IDN,Papua,Nabire
Mitilini,39.11041506,26.55464758,28825,Greece,GR,GRC,Voreio Aigaio,Mitilini
Traverse City,44.76844179,-85.62217452,28807,United States of America,US,USA,Michigan,Traverse City
Beja,38.01400214,-7.86300241,28756,Portugal,PT,PRT,Beja,Beja
Bourem,16.90037539,-0.349989259,28743,Mali,ML,MLI,Gao,Bourem
Jipijapa,-1.349595928,-80.58000167,28741,Ecuador,EC,ECU,Manabi,Jipijapa
Tak,16.88474326,99.12933915,28647.5,Thailand,TH,THA,Tak,Tak
Talas,42.51837242,72.24291825,28646,Kyrgyzstan,KG,KGZ,Talas,Talas
Moanda,-1.565500062,13.20001054,28633,Gabon,GA,GAB,Haut-Ogooué,Moanda
I-n-Salah,27.21664492,2.466608845,28632,Algeria,DZ,DZA,Tamanghasset,I-n-Salah
Cananea,30.99041974,-110.3000481,28625.5,Mexico,MX,MEX,Sonora,Cananea
Bangassou,4.733753681,22.81663285,28601,Central African Republic,CF,CAF,Mbomou,Bangassou
Rosario do Sul,-30.25000242,-54.92001754,28596.5,Brazil,BR,BRA,Rio Grande do Sul,Rosario do Sul
Kisii,-0.669585756,34.75998653,28547,Kenya,KE,KEN,Nyanza,Kisii
Carbondale,37.72683026,-89.22024947,28473,United States of America,US,USA,Illinois,Carbondale
Kaka,37.35034161,59.60002071,28463,Turkmenistan,TM,TKM,Ahal,Kaka
Pilar,-26.86948525,-58.29999211,28435,Paraguay,PY,PRY,Ñeembucú,Pilar
Imbituba,-28.22960895,-48.66001205,28380,Brazil,BR,BRA,Santa Catarina,Imbituba
Hobbs,32.71261436,-103.1406143,28375.5,United States of America,US,USA,New Mexico,Hobbs
Svendborg,55.07042279,10.61665401,28366.5,Denmark,DK,DNK,Syddanmark,Svendborg
Hillerod,55.93329907,12.31669854,28313,Denmark,DK,DNK,Hovedstaden,Hillerod
Guasdualito,7.239983133,-70.73998214,28287.5,Venezuela,VE,VEN,Apure,Guasdualito
Algha,49.90316713,57.33499101,28267,Kazakhstan,KZ,KAZ,Aqtöbe,Algha
Phrae,18.15329632,100.1629195,28254.5,Thailand,TH,THA,Phrae,Phrae
Escuinapa,22.85042564,-105.7999868,28248,Mexico,MX,MEX,Sinaloa,Escuinapa
Mineiros,-17.56953611,-52.55998071,28247,Brazil,BR,BRA,Goiás,Mineiros
Victoria,-4.616631654,55.44998979,28228.5,Seychelles,SC,SYC,,Victoria
Aracati,-4.559994284,-37.77003076,28126.5,Brazil,BR,BRA,Ceará,Aracati
Blagodarnyy,45.10472618,43.43439245,28070.5,Russia,RU,RUS,Stavropol',Blagodarnyy
Beaufort West,-32.34961587,22.56998124,28070.5,South Africa,ZA,ZAF,Western Cape,Beaufort West
Llallagua,-18.42002684,-66.63999984,28069,Bolivia,BO,BOL,Potosí,Llallagua
Lismore,-28.81665322,153.2931132,28065.5,Australia,AU,AUS,New South Wales,Lismore
Voi,-3.36957599,38.56998653,28055.5,Kenya,KE,KEN,Coast,Voi
Arvayheer,46.24997927,102.7665848,28053,Mongolia,MN,MNG,Övörhangay,Arvayheer
Sion,46.23900303,7.353999482,28045,Switzerland,CH,CHE,Valais,Sion
Linden,5.99000775,-58.2699681,28041.5,Guyana,GY,GUY,Upper Takutu-Upper Essequibo,Linden
Gaoua,10.32499811,-3.174002407,28023,Burkina Faso,BF,BFA,Poni,Gaoua
Kotelnich,58.30412722,48.31373287,28015.5,Russia,RU,RUS,Kirov,Kotelnich
Lindi,-10.00002399,39.69999508,27953.5,Tanzania,TZ,TZA,Lindi,Lindi
Ifakara,-8.129595521,36.68002437,27929.5,Tanzania,TZ,TZA,Morogoro,Ifakara
Mocimboa,-11.31958169,40.34998124,27909,Mozambique,MZ,MOZ,Cabo Delgado,Mocimboa
Artvin,41.18300114,41.81799654,27899.5,Turkey,TR,TUR,Artvin,Coruh
Savetskaya Gavan,48.96989077,140.2748897,27882,Russia,RU,RUS,Khabarovsk,Savetskaya Gavan
Kolpashevo,58.30040651,82.99538855,27876,Russia,RU,RUS,Tomsk,Kolpashevo
Morrinhos,-17.73004311,-49.10998458,27841,Brazil,BR,BRA,Goiás,Morrinhos
Sao Luiz Gonzaga,-28.41001137,-54.95998926,27798.5,Brazil,BR,BRA,Rio Grande do Sul,Sao Luiz Gonzaga
Emporia,38.40423077,-96.18137496,27796.5,United States of America,US,USA,Kansas,Emporia
Camocim,-2.89999225,-40.85002364,27794.5,Brazil,BR,BRA,Ceará,Camocim
Tripoli,37.50914329,22.37939856,27765.5,Greece,GR,GRC,Peloponnisos,Tripoli
Mongo,12.18373822,18.6999849,27763,Chad,TD,TCD,Guéra,Mongo
Huatabampo,26.83041526,-109.6300373,27744.5,Mexico,MX,MEX,Sonora,Huatabampo
Burlington,40.80793418,-91.11276961,27690.5,United States of America,US,USA,Iowa,Burlington
Djenne,13.89999005,-4.549991294,27663,Mali,ML,MLI,Mopti,Djenne
Slavgorod,53.00494163,78.6695544,27651,Russia,RU,RUS,Altay,Slavgorod
Mount Isa,-20.72386554,139.490028,27596,Australia,AU,AUS,Queensland,Mount Isa
Nykoping,58.76399718,17.01500451,27582,Sweden,SE,SWE,Södermanland,Nykoping
Tunduma,-9.284615459,32.77493974,27543,Tanzania,TZ,TZA,Mbeya,Tunduma
Maues,-3.389626446,-57.72002751,27518,Brazil,BR,BRA,Amazonas,Maues
Touba,8.280000029,-7.684001549,27504,Ivory Coast,CI,CIV,Bafing,Touba
Garden City,37.97521303,-100.8640866,27494.5,United States of America,US,USA,Kansas,Garden City
Slantsy,59.11159731,28.07465816,27479,Russia,RU,RUS,Leningrad,Slantsy
Bayan Obo,41.76764305,109.9711063,27476,China,CN,CHN,Nei Mongol,Bayan Obo
Superior,46.72124249,-92.10389775,27474,United States of America,US,USA,Wisconsin,Superior
Casma,-9.440006491,-78.20999129,27421,Peru,PE,PER,Ancash,Casma
Ubaitaba,-14.30001992,-39.33001306,27411.5,Brazil,BR,BRA,Bahia,Ubaitaba
Silvassa,20.26657819,73.0166178,27359,India,IN,IND,Dadra and Nagar Haveli,Silvassa
Beckley,37.78018618,-81.18301396,27358,United States of America,US,USA,West Virginia,Beckley
Juanjui,-7.169602438,-76.73997766,27352.5,Peru,PE,PER,San Martín,Juanjui
Nandi,-17.79959959,177.4166019,27329,Fiji,FJ,FJI,Western,Nandi
Mason City,43.15401837,-93.20083338,27327,United States of America,US,USA,Iowa,Mason City
Brandon,49.83327476,-99.94998214,27326,Canada,CA,CAN,Manitoba,Brandon
Zheleznogorsk Ilimskiy,56.57624819,104.1226778,27291,Russia,RU,RUS,Irkutsk,Zheleznogorsk Ilimskiy
Oktyabrsk,49.47306419,57.44490678,27284.5,Kazakhstan,KZ,KAZ,Aqtöbe,Oktyabrsk
Mednogorsk,51.41912111,57.57874874,27274,Russia,RU,RUS,Orenburg,Mednogorsk
Swakopmund,-22.6688631,14.53501949,27269,Namibia,NA,NAM,Erongo,Swakopmund
Dembi Dolo,8.533728454,34.79998409,27264,Ethiopia,ET,ETH,Addis Ababa,Dembi Dolo
Shalqar,47.83629071,59.6140767,27256,Kazakhstan,KZ,KAZ,Aqtöbe,Shalqar
Cayambe,0.050370299,-78.15999435,27231.5,Ecuador,EC,ECU,Pichincha,Cayambe
Tonghua,41.67997398,125.7499882,27227,China,CN,CHN,Jilin,Tonghua
Nanuque,-17.83995888,-40.35002832,27210.5,Brazil,BR,BRA,Minas Gerais,Nanuque
Palapye,-22.55961912,27.13001298,27179,Botswana,BW,BWA,Central,Palapye
Colider,-10.81728676,-55.45057947,27139,Brazil,BR,BRA,Mato Grosso,Colider
Conceicao do Araguaia,-8.250001608,-49.29002527,27115,Brazil,BR,BRA,Pará,Conceicao do Araguaia
Nikolayevsk na Amure,53.14963564,140.730004,27113,Russia,RU,RUS,Khabarovsk,Nikolayevsk na Amure
Kartaly,53.04739382,60.6819185,27107,Russia,RU,RUS,Chelyabinsk,Kartaly
Tuquerres,1.089996764,-77.61994979,27081.5,Colombia,CO,COL,Nariño,Tuquerres
Geraldton,-28.76663043,114.5999711,27065,Australia,AU,AUS,Western Australia,Geraldton
Lumberton,34.62720034,-79.01190617,27049.5,United States of America,US,USA,North Carolina,Lumberton
Nevyansk,57.49024925,60.21476355,27035,Russia,RU,RUS,Sverdlovsk,Nevyansk
Sumter,33.92065432,-80.34172164,27012,United States of America,US,USA,South Carolina,Sumter
Key West,24.55523114,-81.78274479,27011.5,United States of America,US,USA,Florida,Key West
Zeya,53.75001243,127.2665881,26999,Russia,RU,RUS,Amur,Zeya
Aripuana,-9.169997133,-60.64000431,26983,Brazil,BR,BRA,Mato Grosso,Aripuana
Doba,8.650439676,16.8500203,26966.5,Chad,TD,TCD,Logone Oriental,Doba
Siliana,36.08330413,9.3833016,26960,Tunisia,TN,TUN,Siliana,Siliana
Alice Springs,-23.70099648,133.8800345,26949,Australia,AU,AUS,Northern Territory,Alice Springs
Bregenz,47.51669707,9.766701588,26928,Austria,AT,AUT,Vorarlberg,Bregenz
Constitucion,-35.32958901,-72.41998295,26902.5,Chile,CL,CHL,Maule,Constitucion
Leo,11.09400299,-2.097998529,26884,Burkina Faso,BF,BFA,Sissili,Leo
Bafoulabe,13.80038373,-10.82002201,26823,Mali,ML,MLI,Kayes,Bafoulabe
